"manyID","treatyID","Title","Beg","stateID","Signature","Force","StateName","gptadID","destaID","changes","StateRatification","StateSignature","StateForce","StateEnd","DataCollection"
"ECSYRI_1977O","ECSYRI_1977O","EC Syria","1977-08-01","GBR","1977-01-08","1977-07-01","United Kingdom","170","351",1,1978-09-27,"28133","28307",NA,3
"ECSYRI_1977O","ECSYRI_1977O","EC Syria","1977-08-01","IRL","1977-01-08","1977-07-01","Ireland","170","351",1,1978-09-27,"28133","28307",NA,3
"ECSYRI_1977O","ECSYRI_1977O","EC Syria","1977-08-01","ITA","1977-01-08","1977-07-01","Italy","170","351",1,1978-09-27,"28133","28307",NA,3
"ECSYRI_1977O","ECSYRI_1977O","EC Syria","1977-08-01","LUX","1977-01-08","1977-07-01","Luxembourg","170","351",1,1978-09-27,"28133","28307",NA,3
"ECSYRI_1977O","ECSYRI_1977O","EC Syria","1977-08-01","NLD","1977-01-08","1977-07-01","Netherlands","170","351",1,1978-09-27,"28133","28307",NA,3
"ECSYRI_1977O","ECSYRI_1977O","EC Syria","1977-08-01","SYR","1977-01-08","1977-07-01","Syrian Arab Republic","170","351",1,1978-09-27,"28133","28307",NA,3
"ARE-SAU[SAU]_1978O","ARE-SAU[SAU]_1978O","Saudi Arabia UAE","1978","ARE","1978-01-01","1978-01-01","United Arab Emirates",NA,"656",1,NA,NA,NA,NA,1
"ARE-SAU[SAU]_1978O","ARE-SAU[SAU]_1978O","Saudi Arabia UAE","1978","SAU","1978-01-01","1978-01-01","Saudi Arabia",NA,"656",1,NA,NA,NA,NA,1
"EFTSPN_1979O","EFTSPN_1979O","EFTA Spain","1979","AUT","1979-01-01","1980-01-01","Austria",NA,"400",1,NA,"29032","29342",NA,2
"EFTSPN_1979O","EFTSPN_1979O","EFTA Spain","1979","CHE","1979-01-01","1980-01-01","Switzerland",NA,"400",1,NA,"29032","29342",NA,2
"EFTSPN_1979O","EFTSPN_1979O","EFTA Spain","1979","ESP","1979-01-01","1980-01-01","Spain",NA,"400",1,NA,"29032","29342",NA,2
"EFTSPN_1979O","EFTSPN_1979O","EFTA Spain","1979","ISL","1979-01-01","1980-01-01","Iceland",NA,"400",1,NA,"29032","29342",NA,2
"EFTSPN_1979O","EFTSPN_1979O","EFTA Spain","1979","NOR","1979-01-01","1980-01-01","Norway",NA,"400",1,NA,"29032","29342",NA,2
"EFTSPN_1979O","EFTSPN_1979O","EFTA Spain","1979","PRT","1979-01-01","1980-01-01","Portugal",NA,"400",1,NA,"29032","29342",NA,2
"EFTSPN_1979O","EFTSPN_1979O","EFTA Spain","1979","SWE","1979-01-01","1980-01-01","Sweden",NA,"400",1,NA,"29032","29342",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","BDI","1979-10-31","1981-01-01","Burundi",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","BEL","1979-10-31","1981-01-01","Belgium",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","BEN","1979-10-31","1981-01-01","Benin",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","BFA","1979-10-31","1981-01-01","Burkina Faso",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","BHS","1979-10-31","1981-01-01","Bahamas",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","BRB","1979-10-31","1981-01-01","Barbados",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","BWA","1979-10-31","1981-01-01","Botswana",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","CAF","1979-10-31","1981-01-01","Central African Republic",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","CIV","1979-10-31","1981-01-01","Côte d’Ivoire",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","CMR","1979-10-31","1981-01-01","Cameroon",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","COD","1979-10-31","1981-01-01","Congo - Kinshasa",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","COG","1979-10-31","1981-01-01","Congo - Brazzaville",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","COM","1979-10-31","1981-01-01","Comoros",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","CPV","1979-10-31","1981-01-01","Cape Verde",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","DEU","1979-10-31","1981-01-01","Germany",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","DJI","1979-10-31","1981-01-01","Djibouti",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","DMA","1979-10-31","1981-01-01","Dominica",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","DNK","1979-10-31","1981-01-01","Denmark",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","ETH","1979-10-31","1981-01-01","Ethiopia",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","FJI","1979-10-31","1981-01-01","Fiji",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","FRA","1979-10-31","1981-01-01","France",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","GAB","1979-10-31","1981-01-01","Gabon",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","GBR","1979-10-31","1981-01-01","United Kingdom",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","GHA","1979-10-31","1981-01-01","Ghana",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","GIN","1979-10-31","1981-01-01","Guinea",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","GMB","1979-10-31","1981-01-01","Gambia",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","GNB","1979-10-31","1981-01-01","Guinea-Bissau",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","GNQ","1979-10-31","1981-01-01","Equatorial Guinea",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","GRD","1979-10-31","1981-01-01","Grenada",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","GUY","1979-10-31","1981-01-01","Guyana",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","IRL","1979-10-31","1981-01-01","Ireland",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","ITA","1979-10-31","1981-01-01","Italy",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","JAM","1979-10-31","1981-01-01","Jamaica",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","KEN","1979-10-31","1981-01-01","Kenya",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","KIR","1979-10-31","1981-01-01","Kiribati",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","LBR","1979-10-31","1981-01-01","Liberia",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","LCA","1979-10-31","1981-01-01","St. Lucia",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","LSO","1979-10-31","1981-01-01","Lesotho",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","LUX","1979-10-31","1981-01-01","Luxembourg",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","MDG","1979-10-31","1981-01-01","Madagascar",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","MLI","1979-10-31","1981-01-01","Mali",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","MRT","1979-10-31","1981-01-01","Mauritania",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","MUS","1979-10-31","1981-01-01","Mauritius",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","MWI","1979-10-31","1981-01-01","Malawi",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","NER","1979-10-31","1981-01-01","Niger",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","NGA","1979-10-31","1981-01-01","Nigeria",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","NLD","1979-10-31","1981-01-01","Netherlands",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","PNG","1979-10-31","1981-01-01","Papua New Guinea",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","RWA","1979-10-31","1981-01-01","Rwanda",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","SDN","1979-10-31","1981-01-01","Sudan",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","SEN","1979-10-31","1981-01-01","Senegal",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","SLB","1979-10-31","1981-01-01","Solomon Islands",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","SLE","1979-10-31","1981-01-01","Sierra Leone",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","SOM","1979-10-31","1981-01-01","Somalia",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","STP","1979-10-31","1981-01-01","São Tomé & Príncipe",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","SUR","1979-10-31","1981-01-01","Suriname",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","SWZ","1979-10-31","1981-01-01","Eswatini",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","SYC","1979-10-31","1981-01-01","Seychelles",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","TCD","1979-10-31","1981-01-01","Chad",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","TGO","1979-10-31","1981-01-01","Togo",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","TON","1979-10-31","1981-01-01","Tonga",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","TTO","1979-10-31","1981-01-01","Trinidad & Tobago",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","TUV","1979-10-31","1981-01-01","Tuvalu",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","TZA","1979-10-31","1981-01-01","Tanzania",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","UGA","1979-10-31","1981-01-01","Uganda",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","WSM","1979-10-31","1981-01-01","Samoa",NA,"585",1,NA,"29159","29587",NA,2
"LOME_1979O2","LOME_1979O2","Lome 2","1979","ZMB","1979-10-31","1981-01-01","Zambia",NA,"585",1,NA,"29159","29587",NA,2
"ECENLR_1979O","ECENLR_1979O","EC (10) Enlargement","1979-05-28","BEL","1979-01-01","1979-01-01","Belgium","124","293",1,NA,NA,NA,NA,1
"ECENLR_1979O","ECENLR_1979O","EC (10) Enlargement","1979-05-28","DEU","1979-01-01","1979-01-01","Germany (Prussia)","124","293",1,NA,NA,NA,NA,1
"ECENLR_1979O","ECENLR_1979O","EC (10) Enlargement","1979-05-28","DNK","1979-01-01","1979-01-01","Denmark","124","293",1,NA,NA,NA,NA,1
"ECENLR_1979O","ECENLR_1979O","EC (10) Enlargement","1979-05-28","EC","1979-01-01","1979-01-01","European Community","124",NA,1,NA,NA,NA,NA,1
"ECENLR_1979O","ECENLR_1979O","EC (10) Enlargement","1979-05-28","FRA","1979-01-01","1979-01-01","France","124","293",1,NA,NA,NA,NA,1
"ECENLR_1979O","ECENLR_1979O","EC (10) Enlargement","1979-05-28","GBR","1979-01-01","1979-01-01","United Kingdom","124","293",1,NA,NA,NA,NA,1
"ECENLR_1979O","ECENLR_1979O","EC (10) Enlargement","1979-05-28","GRC","1979-01-01","1979-01-01","Greece","124","293",1,NA,NA,NA,NA,1
"ECENLR_1979O","ECENLR_1979O","EC (10) Enlargement","1979-05-28","IRL","1979-01-01","1979-01-01","Ireland","124","293",1,NA,NA,NA,NA,1
"ECENLR_1979O","ECENLR_1979O","EC (10) Enlargement","1979-05-28","ITA","1979-01-01","1979-01-01","Italy","124","293",1,NA,NA,NA,NA,1
"ECENLR_1979O","ECENLR_1979O","EC (10) Enlargement","1979-05-28","LUX","1979-01-01","1979-01-01","Luxembourg","124","293",1,NA,NA,NA,NA,1
"ECENLR_1979O","ECENLR_1979O","EC (10) Enlargement","1979-05-28","NLD","1979-01-01","1979-01-01","Netherlands","124","293",1,NA,NA,NA,NA,1
"ECYGSL_1980O","ECYGSL_1980O","EC Yugoslavia","1980","BEL","1980-01-01","1980-01-01","Belgium",NA,"359",1,NA,NA,NA,NA,1
"ECYGSL_1980O","ECYGSL_1980O","EC Yugoslavia","1980","DEU","1980-01-01","1980-01-01","Germany",NA,"359",1,NA,NA,NA,NA,1
"ECYGSL_1980O","ECYGSL_1980O","EC Yugoslavia","1980","DNK","1980-01-01","1980-01-01","Denmark",NA,"359",1,NA,NA,NA,NA,1
"ECYGSL_1980O","ECYGSL_1980O","EC Yugoslavia","1980","FRA","1980-01-01","1980-01-01","France",NA,"359",1,NA,NA,NA,NA,1
"ECYGSL_1980O","ECYGSL_1980O","EC Yugoslavia","1980","GBR","1980-01-01","1980-01-01","United Kingdom",NA,"359",1,NA,NA,NA,NA,1
"ECYGSL_1980O","ECYGSL_1980O","EC Yugoslavia","1980","GRC","1980-01-01","1980-01-01","Greece",NA,"359",1,NA,NA,NA,NA,1
"ECYGSL_1980O","ECYGSL_1980O","EC Yugoslavia","1980","IRL","1980-01-01","1980-01-01","Ireland",NA,"359",1,NA,NA,NA,NA,1
"ECYGSL_1980O","ECYGSL_1980O","EC Yugoslavia","1980","ITA","1980-01-01","1980-01-01","Italy",NA,"359",1,NA,NA,NA,NA,1
"ECYGSL_1980O","ECYGSL_1980O","EC Yugoslavia","1980","LUX","1980-01-01","1980-01-01","Luxembourg",NA,"359",1,NA,NA,NA,NA,1
"ECYGSL_1980O","ECYGSL_1980O","EC Yugoslavia","1980","NLD","1980-01-01","1980-01-01","Netherlands",NA,"359",1,NA,NA,NA,NA,1
"ECYGSL_1980O","ECYGSL_1980O","EC Yugoslavia","1980","SRB","1980-01-01","1980-01-01","Serbia",NA,"359",1,NA,NA,NA,NA,1
"JOR-QAT[NA]_1980O","JOR-QAT[NA]_1980O","Jordan Qatar","1980","JOR","1980-01-01","1980-01-01","Jordan",NA,"532",1,NA,NA,NA,NA,1
"JOR-QAT[NA]_1980O","JOR-QAT[NA]_1980O","Jordan Qatar","1980","QAT","1980-01-01","1980-01-01","Qatar",NA,"532",1,NA,NA,NA,NA,1
"MNRUGA_1980O","MNRUGA_1980O","Mano River Union Guinea Accession","1980","GIN","1980","1980","Guinea",NA,"600",0,NA,NA,NA,NA,1
"MNRUGA_1980O","MNRUGA_1980O","Mano River Union Guinea Accession","1980","LBR","1980","1980","Liberia",NA,"600",0,NA,NA,NA,NA,1
"MNRUGA_1980O","MNRUGA_1980O","Mano River Union Guinea Accession","1980","SLE","1980","1980","Sierra Leone",NA,"600",0,NA,NA,NA,NA,1
"STPTEO_1980A","STPTEO_1980A","South Pacific Regional Trade And Economic Cooperation Agreement (SPARTECA)","1980","AUS","1980-07-14","1981-01-01","Australia",NA,"668",1,NA,"29416","29767",NA,2
"STPTEO_1980A","STPTEO_1980A","South Pacific Regional Trade And Economic Cooperation Agreement (SPARTECA)","1980","COK","1980-07-14","1981-01-01","Cook Islands",NA,"668",1,NA,"29416","29587",NA,2
"STPTEO_1980A","STPTEO_1980A","South Pacific Regional Trade And Economic Cooperation Agreement (SPARTECA)","1980","FJI","1980-07-14","1981-01-01","Fiji",NA,"668",1,NA,"29416","29587",NA,2
"STPTEO_1980A","STPTEO_1980A","South Pacific Regional Trade And Economic Cooperation Agreement (SPARTECA)","1980","KIR","1980-07-14","1981-01-01","Kiribati",NA,"668",1,NA,"29416","29587",NA,2
"STPTEO_1980A","STPTEO_1980A","South Pacific Regional Trade And Economic Cooperation Agreement (SPARTECA)","1980","NIU","1980-07-14","1981-01-01","Niue",NA,"668",1,NA,"29416","29587",NA,2
"STPTEO_1980A","STPTEO_1980A","South Pacific Regional Trade And Economic Cooperation Agreement (SPARTECA)","1980","NZL","1980-07-14","1981-01-01","New Zealand",NA,"668",1,NA,"29416","29587",NA,2
"STPTEO_1980A","STPTEO_1980A","South Pacific Regional Trade And Economic Cooperation Agreement (SPARTECA)","1980","PNG","1980-07-14","1981-01-01","Papua New Guinea",NA,"668",1,NA,"29416","29587",NA,2
"STPTEO_1980A","STPTEO_1980A","South Pacific Regional Trade And Economic Cooperation Agreement (SPARTECA)","1980","SLB","1980-07-14","1981-01-01","Solomon Islands",NA,"668",1,NA,"29416","29587",NA,2
"STPTEO_1980A","STPTEO_1980A","South Pacific Regional Trade And Economic Cooperation Agreement (SPARTECA)","1980","TON","1980-07-14","1981-01-01","Tonga",NA,"668",1,NA,"29416","29587",NA,2
"STPTEO_1980A","STPTEO_1980A","South Pacific Regional Trade And Economic Cooperation Agreement (SPARTECA)","1980","TUV","1980-07-14","1981-01-01","Tuvalu",NA,"668",1,NA,"29416","29587",NA,2
"STPTEO_1980A","STPTEO_1980A","South Pacific Regional Trade And Economic Cooperation Agreement (SPARTECA)","1980","WSM","1980-07-14","1981-01-01","Samoa",NA,"668",1,NA,"29416","29587",NA,2
"SPRTEC_1980A","SPRTEC_1980A","South Pacific Regional Trade And Economic Cooperation Agreement (SPARTECA)","1980-07-14","AUS","1980-07-14","1981-01-01","Australia","330",NA,1,NA,"29416","29767",NA,2
"SPRTEC_1980A","SPRTEC_1980A","South Pacific Regional Trade And Economic Cooperation Agreement (SPARTECA)","1980-07-14","COK","1980-07-14","1981-01-01","Cook Islands","330",NA,1,NA,"29416","29587",NA,2
"SPRTEC_1980A","SPRTEC_1980A","South Pacific Regional Trade And Economic Cooperation Agreement (SPARTECA)","1980-07-14","FJI","1980-07-14","1981-01-01","Fiji","330",NA,1,NA,"29416","29587",NA,2
"SPRTEC_1980A","SPRTEC_1980A","South Pacific Regional Trade And Economic Cooperation Agreement (SPARTECA)","1980-07-14","KIR","1980-07-14","1981-01-01","Kiribati","330",NA,1,NA,"29416","29587",NA,2
"SPRTEC_1980A","SPRTEC_1980A","South Pacific Regional Trade And Economic Cooperation Agreement (SPARTECA)","1980-07-14","NIU","1980-07-14","1981-01-01","Niue","330",NA,1,NA,"29416","29587",NA,2
"SPRTEC_1980A","SPRTEC_1980A","South Pacific Regional Trade And Economic Cooperation Agreement (SPARTECA)","1980-07-14","NRU","1980-07-14","1981-01-01","Nauru","330",NA,1,NA,"29416","29587",NA,2
"SPRTEC_1980A","SPRTEC_1980A","South Pacific Regional Trade And Economic Cooperation Agreement (SPARTECA)","1980-07-14","NZL","1980-07-14","1981-01-01","New Zealand","330",NA,1,NA,"29416","29587",NA,2
"SPRTEC_1980A","SPRTEC_1980A","South Pacific Regional Trade And Economic Cooperation Agreement (SPARTECA)","1980-07-14","PNG","1980-07-14","1981-01-01","Papua New Guinea","330",NA,1,NA,"29416","29587",NA,2
"SPRTEC_1980A","SPRTEC_1980A","South Pacific Regional Trade And Economic Cooperation Agreement (SPARTECA)","1980-07-14","SLB","1980-07-14","1981-01-01","Solomon Islands","330",NA,1,NA,"29416","29587",NA,2
"SPRTEC_1980A","SPRTEC_1980A","South Pacific Regional Trade And Economic Cooperation Agreement (SPARTECA)","1980-07-14","TON","1980-07-14","1981-01-01","Tonga","330",NA,1,NA,"29416","29587",NA,2
"SPRTEC_1980A","SPRTEC_1980A","South Pacific Regional Trade And Economic Cooperation Agreement (SPARTECA)","1980-07-14","TUV","1980-07-14","1981-01-01","Tuvalu","330",NA,1,NA,"29416","29587",NA,2
"SPRTEC_1980A","SPRTEC_1980A","South Pacific Regional Trade And Economic Cooperation Agreement (SPARTECA)","1980-07-14","WSM","1980-07-14","1981-01-01","Samoa","330",NA,1,NA,"29416","29587",NA,2
"LTNAIA_1980O","LTNAIA_1980O","Latin American Integration Asssociation (LAIA) (ALADI)","1980-12-08","ARG","1980-08-12","1981-03-18","Argentina","278","562",1,NA,"29445","29663",NA,2
"LTNAIA_1980O","LTNAIA_1980O","Latin American Integration Asssociation (LAIA) (ALADI)","1980-12-08","BOL","1980-08-12","1981-03-18","Plurinational State of Bolivia","278","562",1,NA,"29445","29663",NA,2
"LTNAIA_1980O","LTNAIA_1980O","Latin American Integration Asssociation (LAIA) (ALADI)","1980-12-08","BRA","1980-08-12","1981-03-18","Brazil","278","562",1,NA,"29445","29663",NA,2
"LTNAIA_1980O","LTNAIA_1980O","Latin American Integration Asssociation (LAIA) (ALADI)","1980-12-08","CHL","1980-08-12","1981-03-18","Chile","278","562",1,NA,"29445","29663",NA,2
"LTNAIA_1980O","LTNAIA_1980O","Latin American Integration Asssociation (LAIA) (ALADI)","1980-12-08","COL","1980-08-12","1981-03-18","Colombia","278","562",1,NA,"29445","29663",NA,2
"LTNAIA_1980O","LTNAIA_1980O","Latin American Integration Asssociation (LAIA) (ALADI)","1980-12-08","ECU","1980-08-12","1981-03-18","Ecuador","278","562",1,NA,"29445","29663",NA,2
"LTNAIA_1980O","LTNAIA_1980O","Latin American Integration Asssociation (LAIA) (ALADI)","1980-12-08","MEX","1980-08-12","1981-03-18","Mexico","278","562",1,NA,"29445","29663",NA,2
"LTNAIA_1980O","LTNAIA_1980O","Latin American Integration Asssociation (LAIA) (ALADI)","1980-12-08","PER","1980-08-12","1981-03-18","Peru","278","562",1,NA,"29445","29663",NA,2
"LTNAIA_1980O","LTNAIA_1980O","Latin American Integration Asssociation (LAIA) (ALADI)","1980-12-08","PRY","1980-08-12","1981-03-18","Paraguay","278","562",1,NA,"29445","29663",NA,2
"LTNAIA_1980O","LTNAIA_1980O","Latin American Integration Asssociation (LAIA) (ALADI)","1980-12-08","URY","1980-08-12","1981-03-18","Uruguay","278","562",1,NA,"29445","29663",NA,2
"LTNAIA_1980O","LTNAIA_1980O","Latin American Integration Asssociation (LAIA) (ALADI)","1980-12-08","VEN","1980-08-12","1981-03-18","Bolivarian Republic of Venezuela","278","562",1,NA,"29445","29663",NA,2
"CAN-NZL[NA]_1981O","CAN-NZL[NA]_1981O","Canada New Zealand","1981","CAN","1981-09-25","1982-01-01","Canada",NA,"167",1,NA,"29854","29952",NA,2
"CAN-NZL[NA]_1981O","CAN-NZL[NA]_1981O","Canada New Zealand","1981","NZL","1981-09-25","1982-01-01","New Zealand",NA,"167",1,NA,"29854","29952",NA,2
"CRI-DOM[NA]_1981O","CRI-DOM[NA]_1981O","Costa Rica Dominican Republic","1981","CRI","1981-01-01",NA,"Costa Rica",NA,"246",1,NA,NA,NA,NA,1
"CRI-DOM[NA]_1981O","CRI-DOM[NA]_1981O","Costa Rica Dominican Republic","1981","DOM","1981-01-01",NA,"Dominican Republic",NA,"246",1,NA,NA,NA,NA,1
"ECEPGA_1981O","ECEPGA_1981O","EC Egypt Portugal Greece Accession","1981","EGY","1981",NA,"Egypt",NA,"302",0,NA,NA,NA,NA,1
"ECEPGA_1981O","ECEPGA_1981O","EC Egypt Portugal Greece Accession","1981","GRC","1981",NA,"Greece",NA,"302",0,NA,NA,NA,NA,1
"ECSLGA_1981O","ECSLGA_1981O","EC Switzerland Liechtenstein Greece Accession","1981","CHE","1981",NA,"Switzerland",NA,"350",0,NA,NA,NA,NA,1
"ECSLGA_1981O","ECSLGA_1981O","EC Switzerland Liechtenstein Greece Accession","1981","GRC","1981",NA,"Greece",NA,"350",0,NA,NA,NA,NA,1
"ECSLGA_1981O","ECSLGA_1981O","EC Switzerland Liechtenstein Greece Accession","1981","LIE","1981",NA,"Liechtenstein",NA,"350",0,NA,NA,NA,NA,1
"GRC-SYR[ESA]_1981O","GRC-SYR[ESA]_1981O","EC Syria Greece Accession","1981","GRC","1981",NA,"Greece",NA,"351",0,NA,NA,NA,NA,1
"GRC-SYR[ESA]_1981O","GRC-SYR[ESA]_1981O","EC Syria Greece Accession","1981","SYR","1981",NA,"Syria",NA,"351",0,NA,NA,NA,NA,1
"GLFCPC_1981O","GLFCPC_1981O","Gulf Cooperation Council (GCC)","1981","ARE","1981-05-25",NA,"United Arab Emirates",NA,"473",1,NA,"29731",NA,NA,2
"GLFCPC_1981O","GLFCPC_1981O","Gulf Cooperation Council (GCC)","1981","BHR","1981-05-25",NA,"Bahrain",NA,"473",1,NA,"29731",NA,NA,2
"GLFCPC_1981O","GLFCPC_1981O","Gulf Cooperation Council (GCC)","1981","KWT","1981-05-25",NA,"Kuwait",NA,"473",1,NA,"29731",NA,NA,2
"GLFCPC_1981O","GLFCPC_1981O","Gulf Cooperation Council (GCC)","1981","OMN","1981-05-25",NA,"Oman",NA,"473",1,NA,"29731",NA,NA,2
"GLFCPC_1981O","GLFCPC_1981O","Gulf Cooperation Council (GCC)","1981","QAT","1981-05-25",NA,"Qatar",NA,"473",1,NA,"29731",NA,NA,2
"GLFCPC_1981O","GLFCPC_1981O","Gulf Cooperation Council (GCC)","1981","SAU","1981-05-25",NA,"Saudi Arabia",NA,"473",1,NA,"29731",NA,NA,2
"TRDNWG_1981P","TRDNWG_1981P","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","BRA","1981",NA,"Brazil",NA,"647",0,NA,NA,NA,NA,1
"TRDNWG_1981P","TRDNWG_1981P","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","CHL","1981",NA,"Chile",NA,"647",0,NA,NA,NA,NA,1
"TRDNWG_1981P","TRDNWG_1981P","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","EGY","1981",NA,"Egypt",NA,"647",0,NA,NA,NA,NA,1
"TRDNWG_1981P","TRDNWG_1981P","Protocol On Trade Negotiations (PTN) Withdrawal Greece","1981","ESP","1981",NA,"Spain",NA,"647",0,NA,NA,NA,NA,1
