"manyID","treatyID","Title","Beg","stateID","Signature","Force","StateName","gptadID","destaID","changes"
"ECLBNN_1977O","ECLBNN_1977O","EC Lebanon","1977-03-05","DNK","1977-03-05","1977-01-07","Denmark","152",NA,0
"ECLBNN_1977O","ECLBNN_1977O","EC Lebanon","1977-03-05","EC","1977-03-05","1977-01-07","European Community","152",NA,0
"ECLBNN_1977O","ECLBNN_1977O","EC Lebanon","1977-03-05","FRA","1977-03-05","1977-01-07","France","152",NA,0
"ECLBNN_1977O","ECLBNN_1977O","EC Lebanon","1977-03-05","GBR","1977-03-05","1977-01-07","United Kingdom","152",NA,0
"ECLBNN_1977O","ECLBNN_1977O","EC Lebanon","1977-03-05","IRL","1977-03-05","1977-01-07","Ireland","152",NA,0
"ECLBNN_1977O","ECLBNN_1977O","EC Lebanon","1977-03-05","ITA","1977-03-05","1977-01-07","Italy","152",NA,0
"ECLBNN_1977O","ECLBNN_1977O","EC Lebanon","1977-03-05","LBN","1977-03-05","1977-01-07","Lebanon","152",NA,0
"ECLBNN_1977O","ECLBNN_1977O","EC Lebanon","1977-03-05","LUX","1977-03-05","1977-01-07","Luxembourg","152",NA,0
"ECLBNN_1977O","ECLBNN_1977O","EC Lebanon","1977-03-05","NLD","1977-03-05","1977-01-07","Netherlands","152",NA,0
"MNRUGA_1980O","MNRUGA_1980O","Mano River Union Guinea Accession","1980","GIN","1980","1980","Guinea",NA,"600",0
"MNRUGA_1980O","MNRUGA_1980O","Mano River Union Guinea Accession","1980","LBR","1980","1980","Liberia",NA,"600",0
"MNRUGA_1980O","MNRUGA_1980O","Mano River Union Guinea Accession","1980","SLE","1980","1980","Sierra Leone",NA,"600",0
"STPTEO_1980A","STPTEO_1980A","South Pacific Trade And Economic Co Operation Agreement (SPARTECA )","1980","AUS","1980","1981","Australia",NA,"668",0
"STPTEO_1980A","STPTEO_1980A","South Pacific Trade And Economic Co Operation Agreement (SPARTECA )","1980","COK","1980","1981","Cook Islands",NA,"668",0
