manyID,Title,Signature,Force,url,End,Checked_HUGGO,No_source,MetaData_confirmed,treatyID
CNTADR_1998O,Dominican Republic Central America,1998-04-16,,"""http://www.sice.oas.org/Trade/camdrep/CARdo_2s.asp""",NA,NA,NA,2,DMNRCA_1998O
CHL-MEX[NA]_1998O:CHL-MEX[NA]_1991O,Chile Mexico,1998-04-17,1999-08-01,"""https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2480/download""",NA,NA,NA,1,CHL-MEX[NA]_1998O
JOR-TUN[NA]_1998O,Jordan Tunisia,1998-04-22,1999-06-16,"""https://wits.worldbank.org/GPTAD/PDF/archive/Jordan-Tunisia.pdf""",NA,NA,NA,1,JOR-TUN[NA]_1998O
SVN-TUR[NA]_1998O,Turkey Slovenia,1998-05-05,2000-06-01,"""https://wits.worldbank.org/GPTAD/PDF/archive/Slovenia-Turkey.pdf""",2004-04-30,NA,NA,1,SVN-TUR[NA]_1998O
ISR-SVN[NA]_1998O,Slovenia Israel,1998-05-13,1998-09-01,"""https://wits.worldbank.org/GPTAD/PDF/archive/Israel-Slovenia.pdf""",NA,NA,NA,2,ISR-SVN[NA]_1998O
LVA-TUR[NA]_1998O,Turkey Latvia,1998-06-16,2000-07-01,"""https://m.likumi.lv/doc.php?id=23020""",2004-04-30,NA,NA,1,LVA-TUR[NA]_1998O
CHL-PER[NA]_1998O:CHL-PER[NA]_1998O,Chile Peru,1998-06-22,1998-07-01,"""http://www.sice.oas.org/Trade/chilper/Chpeind.asp""",2009-03-01,NA,NA,1,CHL-PER[NA]_1998O
BGR-TUR[NA]_1998O,Bulgaria Turkey,1998-07-11,,"""https://wits.worldbank.org/GPTAD/PDF/archive/Bulgaria-Turkey.pdf""",2007-01-01,NA,NA,2,BGR-TUR[NA]_1998O
EST-HUN[NA]_1998O,Hungary Estonia,1998-11-04,2001-03-01,"""https://wits.worldbank.org/GPTAD/PDF/archive/Estonia-Hungary.pdf""",NA,1,NA,2,EST-HUN[NA]_1998O
HUN-LTU[NA]_1998O,Hungary Lithuania,1998-11-13,2000-03-01,"""https://wits.worldbank.org/GPTAD/PDF/archive/Hungary-Lithuania.pdf""",2004-05-01,NA,NA,2,HUN-LTU[NA]_1998O
IND-LKA[NA]_1998O,India Sri Lanka,1998-12-28,2000-03-01,"""https://hcicolombo.gov.in/pdf/hb-india-sl.pdf""",NA,NA,NA,2,IND-LKA[NA]_1998O
CNTRAC_1999O,Central America Chile,1999-10-18,2002-02-15,"""https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2490/download""",NA,NA,NA,2,CNTRAC_1999O
ERSNEC_1999O:ERSNEC_1996O5,Eurasian Economic Community (EAEC),2000-11-10,2001-05-30,"""https://wits.worldbank.org/GPTAD/PDF/archive/EAEC.pdf""",2015-01-01,NA,NA,1,ERSNEC_1999O:ERSNEC_1996O5
MKD-TUR[MCD]_1999O,Macedonia Turkey,1999-09-07,2000-09-01,"""https://edit.wti.org/app.php/document/show/b1e4df50-7107-4fb5-961b-f6847b6c3e49""",NA,NA,NA,2,MKD-TUR[MCD]_1999O
ANDNCA_1999A,Andean Community Auto Agreement,1999-09-16,2000-01-01,"""https://www.wipo.int/wipolex/en/text/223989""",NA,NA,NA,2,ANDNCA_1999A
ECSWTB_1999O1,EC Switzerland Bilaterals 1,1999-06-21,2002-06-01,"""NA""",NA,NA,1,2,ECSWTB_1999O1
HUN-LVA[NA]_1999O,Hungary Latvia,1999-06-10,,"""https://m.likumi.lv/ta/id/224344-free-trade-agreement-the-republic-of-latvia-and-the-republic-of-hungary""",NA,NA,NA,2,HUN-LVA[NA]_1999O
ARM-KAZ[NA]_1999O,Armenia Kazakhstan,1999-09-02,2001-12-25,"""https://wits.worldbank.org/GPTAD/PDF/archive/armenia-kazakhstan.pdf""",NA,NA,NA,2,ARM-KAZ[NA]_1999O
POL-TUR[NA]_1999O,Turkey Poland,1999-10-04,2000-05-01,"""https://wits.worldbank.org/GPTAD/PDF/archive/Poland-Turkey.pdf""",NA,NA,NA,2,POL-TUR[NA]_1999O
BGR-MKD[MCD]_1999O,Bulgaria Macedonia,1999-10-13,2000-01-01,"""https://wits.worldbank.org/GPTAD/PDF/archive/Bulgaria-Macedonia.pdf""",NA,1,NA,2,BGR-MKD[MCD]_1999O
ECSTHA_1999O,EC South Africa,1999-10-11,2004-05-01,"""https://wits.worldbank.org/GPTAD/PDF/archive/EC-South Africa.pdf""",NA,NA,NA,1,ECSTHA_1999O
ESTAFC_1999O:ESTAFC_1966O,East African Community (EAC),1999-11-30,2000-07-07,"""https://edit.wti.org/app.php/document/show/6152dafa-e2dd-423c-abc2-94cb4669c45a""",NA,NA,NA,2,ESTAFC_1999O
ANDNCA_2000O,Andean Countries Argentina,2000-05-29,2000-08-01,"""NA""",NA,NA,1,2,ANDNCA_2000O
CRBBCC_2000O,Caribbean Community (CARICOM) Cuba,2000-07-05,2001-01-01,"""https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2498/download""",NA,NA,NA,1,CRBBCC_2000O
COTONO_2000A,Cotonou Agreement,2000-06-23,2003-04-01,"""https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:22000A1215(01)&from=EN""",NA,NA,NA,1,COTONO_2000A
EFTMCD_2000O,EFTA Macedonia,2000-06-19,2002-05-01,"""https://www.efta.int/media/documents/legal-texts/free-trade-relations/macedonia/EFTA-Macedonia%20Free%20Trade%20Agreement.pdf""",NA,NA,NA,2,EFTMCD_2000O
MNE-RUS[RSS]_2000O,Russia Serbia And Montenegro,2000-08-28,,"""http://rtais.wto.org/rtadocs/858/TOA/English/Russia-Yugoslavia%20FTA_text%20with%20protocols_Republic%20of%20Serbia.doc""",NA,1,NA,2,MNE-RUS[RSS]_2000O
ECMEXC_2000O:ECMEXC_2000O,EC Mexico,2000-03-23,2000-07-01,"""https://wits.worldbank.org/GPTAD/PDF/archive/EC-Mexico.pdf""",NA,NA,NA,1,ECMEXC_2000O
ISR-MEX[NA]_2000O,Israel Mexico,2000-04-10,2000-07-01,""" http://www.sice.oas.org/Trade/meis_e/Text/MEX_ISR_FullText_e.pdf""",NA,NA,NA,2,ISR-MEX[NA]_2000O
ARE-JOR[NA]_2000O,Jordan United Arab Emirates (UAE),2000-05-21,,"""https://wits.worldbank.org/GPTAD/PDF/archive/Jordon-UAE.pdf""",NA,NA,NA,2,ARE-JOR[NA]_2000O
MXCNRT_2000O,Mexico Northern Triangle,2000-06-29,2001-03-15,"""http://www.sice.oas.org/Trade/mextnorte/Mex_TNorte_s.asp#pre%C3%A1mbulo""",NA,NA,NA,2,MXCNRT_2000O
USA-VNM[NA]_2000O,United States Viet Nam,2000-07-13,2001-12-10,"""https://wits.worldbank.org/GPTAD/PDF/archive/US-Vietnam.pdf""",NA,NA,NA,1,USA-VNM[NA]_2000O
JOR-USA[NA]_2000O,US Jordan,2000-10-24,2001-12-17,"""https://ustr.gov/sites/default/files/Jordan%20FTA.pdf""",NA,NA,NA,2,JOR-USA[NA]_2000O
NZL-SGP[NA]_2000O:NZL-SGP[NA]_2000O,New Zealand Singapore,2000-11-14,2001-01-01,"""https://www.mfat.govt.nz/assets/Trade-agreements/Singapore-NZ-CEP/NZ-Singapore-CEP-full-text.pdf""",NA,NA,NA,2,NZL-SGP[NA]_2000O
EFTMXC_2000O,EFTA Mexico,2000-11-27,2001-07-01,"""https://www.efta.int/media/documents/legal-texts/free-trade-relations/mexico/EFTA-Mexico%20Free%20Trade%20Agreement.pdf""",NA,NA,NA,2,EFTMXC_2000O
BIH-HRV[NA]_2000O,Croatia Bosnia And Herzegovina,2000-12-19,2005-02-01,"""https://wits.worldbank.org/GPTAD/PDF/archive/Croatia-Bosnia%20and%20Herzogovina.pdf""",NA,NA,NA,2,BIH-HRV[NA]_2000O
BRA-GUY[NA]_2001O,Brazil Guyana,2001-06-27,2004-05-31,"""http://www.sice.oas.org/Trade/BRA_GUY/BRA_GUY_Index_s.asp""",NA,NA,NA,2,BRA-GUY[NA]_2001O
CRBBNC_2001O,Caribbean Community (CARICOM) Revised,2001-07-05,2002-02-04,"""https://edit.wti.org/app.php/document/show/7fdf653d-12f1-4bb6-865e-4931bc6b2960""",NA,NA,NA,2,CRBBNC_2001O
CROTEC_2001O,Croatia EC,2001-10-29,2005-02-01,"""https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:22005A0128(01)&from=EN""",NA,NA,NA,1,CROTEC_2001O
CRTEFT_2001O,Croatia EFTA,2001-06-21,2002-04-01,"""https://www.efta.int/media/documents/legal-texts/free-trade-relations/croatia/EFTA-Croatia%20Free%20Trade%20Agreement.pdf""",2013-07-01,NA,NA,1,CRTEFT_2001O
ECEEMA_2001A,EC Egypt Euro-Med Association Agreement,2001-06-25,2004-06-01,"""https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2514/download""",NA,NA,NA,1,ECEEMA_2001A
ECMCDS_2001O,EC Macedonia SAA,2001-04-09,2004-04-01,"""https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:22004A0320(03)&from=EN""",NA,NA,NA,2,ECMCDS_2001O
ECNICE_2001O,EC Nice,2001-02-26,2003-02-01,"""https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:12001C/TXT&from=EN""",NA,NA,NA,1,ECNICE_2001O
GLFCPC_2001O:GLFCPC_1981O,Gulf Cooperation Council (GCC),2001-12-31,2003-01-01,"""https://edit.wti.org/app.php/document/show/d444ad42-56fc-4a5f-b886-34023158dad1""",NA,NA,NA,2,GLFCPC_2001O:GLFCPC_1981O
ARE-MAR[UAE]_2001O,Morocco UAE,2001-06-25,2003-07-09,"""NA""",NA,NA,1,2,ARE-MAR[UAE]_2001O
BHR-JOR[NA]_2001O,Bahrain Jordan,2001-07-21,,"""https://wits.worldbank.org/GPTAD/PDF/archive/Bahrain-Jordan.pdf""",NA,NA,NA,2,BHR-JOR[NA]_2001O
MKD-UKR[FYU]_2001O,Ukraine Former Yugoslav Republic Of Macedonia,2001-01-18,2001-07-05,"""http://rtais.wto.org/rtadocs/573/TOA/English/Ukraine-FYROM-Agreement.doc""",NA,NA,NA,2,MKD-UKR[UYM]_2001O
ISR-ROU[NA]_2001O,Romania Israel,2001-01-30,2002-01-01,"""https://www.worldtradelaw.net/document.php?id=fta/agreements/romisrfta.pdf""",NA,NA,NA,2,ISR-ROU[NA]_2001O
CAN-CRI[NA]_2001O,Canada Costa Rica,2001-04-23,2002-11-01,"""https://wits.worldbank.org/GPTAD/PDF/archive/Canada-CostaRica.pdf""",NA,NA,NA,2,CAN-CRI[NA]_2001O
BGR-LTU[NA]_2001O,Bulgaria Lithuania,2001-05-08,2002-03-01,"""https://wits.worldbank.org/GPTAD/PDF/archive/Bulgaria-Lithuania.pdf""",2004-05-01,NA,NA,1,BGR-LTU[NA]_2001O
BGR-ISR[NA]_2001O,Bulgaria Israel,2001-06-08,2002-01-01,"""https://www.wipo.int/wipolex/en/text/242530""",NA,NA,NA,2,BGR-ISR[NA]_2001O
EFTJRD_2001O,EFTA Jordan,2001-06-21,2002-09-01,"""https://www.efta.int/media/documents/legal-texts/free-trade-relations/Jordan/EFTA-Jordan%20Free%20Trade%20Agreement.pdf""",NA,NA,NA,1,EFTJRD_2001O
TJK-UKR[UKR]_2001O,Ukraine Tajikistan,2001-06-06,2002-07-11,"""http://rtais.wto.org/rtadocs/576/TOA/English/FTA%20Ukraine%20-%20Tajikistan_ToA.doc""",NA,NA,NA,2,TJK-UKR[UKR]_2001O
JOR-SYR[SYR]_2001O:JOR-SYR[SYR]_1965O,Jordan Syria,2001-10-08,,"""https://wits.worldbank.org/GPTAD/PDF/archive/Jordan-Syria.pdf""",NA,NA,NA,2,JOR-SYR[SYR]_2001O
PCFICT_2001A,Pacific Island Countries Trade Agreement (PICTA),2001-08-18,2003-04-13,"""http://rtais.wto.org/rtadocs/582/TOA/English/PICTA-text.pdf""",NA,NA,NA,2,PCFICT_2001A
BIH-SVN[NA]_2001O,Slovenia Bosnia And Herzegovina,2001-10-03,,""" https://wits.worldbank.org/GPTAD/PDF/archive/BosniaHerzegovina-Slovenia.pdf""",NA,NA,NA,2,BIH-SVN[NA]_2001O
BGR-EST[NA]_2001O,Bulgaria Estonia,2001-12-11,2002-01-01,"""https://wits.worldbank.org/GPTAD/PDF/archive/Bulgaria-Estonia.pdf""",NA,NA,NA,2,BGR-EST[NA]_2001O
ALEEMA_2002A,Algeria EC Euro-Med Association Agreement,2002-04-22,2005-09-01,"""https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2643/download""",NA,NA,NA,2,ALEEMA_2002A
BIH-MKD[MCD]_2002O:BIH-MKD[MCD]_1997O,Bosnia And Herzegovina Macedonia,2002-04-26,2002-07-15,"""https://wits.worldbank.org/GPTAD/PDF/archive/FYROM-Bosnia-Herzegovina.pdf""",NA,NA,NA,2,BIH-MKD[MCD]_2002O:BIH-MKD[MCD]_1997O
BRA-MEX[NA]_2002O:BRA-MEX[NA]_1983O,Brazil Mexico,2002-07-03,2003-05-02,"""http://www.sice.oas.org/Trade/MexBraACE53/SPA/acuerdo_s.asp""",NA,NA,NA,2,BRA-MEX[NA]_2002O:BRA-MEX[NA]_1983O
CNTRAP_2002O,Central America Panama,2002-03-06,2009-11-26,"""https://edit.wti.org/document/show/a5f3a60a-71c2-41e5-bac1-c49b34e45e75""",NA,NA,NA,2,CNTRAP_2002O
CHILEC_2002O,Chile EC,2002-11-18,2003-02-01,"""https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2644/download""",NA,NA,NA,2,CHILEC_2002O
ECLEMA_2002A,EC Lebanon Euro-Med Association Agreement,2002-06-17,2006-04-01,"""https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:22006A0530(01)&from=EN""",NA,NA,NA,2,ECLEMA_2002A
GGODED_2002O,GUAMGUUAM Organization For Democracy And Economic Development,2002-07-20,2003-12-10,"""https://guam-organization.org/en/agreement-on-establishment-of-free-trade-area-between-the-guuam-participating-states/""",NA,NA,NA,2,GMODED_2002O
JOR-LBN[NA]_2002O:JOR-LBN[NA]_1992O,Jordan Lebanon,2002-10-31,,"""https://findrulesoforigin.org/documents/pdf/itc00586_full.pdf""",NA,NA,NA,2,JOR-LBN[NA]_2002O:JOR-LBN[NA]_1992O
MRCSMA_2002A,MERCOSUR Mexico Auto Agreement,2002-09-27,2003-01-01,"""http://www.sice.oas.org/Trade/MERCOSURMexACE55/MERMexAuto_s.asp#A.1""",NA,NA,NA,2,MRCSMA_2002A
ALB-MKD[MCD]_2002O,Albania Macedonia (FYROM),2002-03-29,2002-07-15,"""https://wits.worldbank.org/GPTAD/PDF/archive/Albania-FYROM.pdf""",2007-07-26,NA,NA,1,ALB-MKD[MCD]_2002O
JPN-SGP[NA]_2002O,Japan Singapore,2002-01-13,2002-11-30,"""https://www.mofa.go.jp/region/asia-paci/singapore/jsepa-1.pdf""",NA,NA,NA,2,JPN-SGP[NA]_2002O
HRV-TUR[NA]_2002O,Turkey Croatia,2002-03-13,2003-07-01,"""https://www.worldtradelaw.net/document.php?id=fta/agreements/turcrofta.pdf&mode=download""",NA,NA,NA,2,HRV-TUR[NA]_2002O
EFTSNG_2002O,EFTA Singapore,2002-06-26,2003-01-01,"""https://www.efta.int/media/documents/legal-texts/free-trade-relations/singapore/EFTA-Singapore%20Free%20Trade%20Agreement.pdf""",NA,NA,NA,1,EFTSNG_2002O
BIH-TUR[NA]_2002O:BIH-TUR[NA]_2002O,Turkey Bosnia And Herzegovina,2002-07-03,2003-07-01,"""https://www.wipo.int/edocs/lexdocs/treaties/en/ba-tr/trt_ba_tr.pdf""",NA,NA,NA,2,BIH-TUR[NA]_2002O
LKA-PAK[NA]_2002O,Pakistan Sri Lanka,2002-08-01,2005-06-12,"""https://www.commerce.gov.pk/wp-content/uploads/pdf/PSFTA_Text.pdf""",NA,NA,NA,2,LKA-PAK[NA]_2002O
ALB-HRV[NA]_2002O,Croatia Albania,2002-09-27,2003-06-01,"""https://www.wipo.int/wipolex/en/treaties/details/455""",NA,NA,NA,2,ALB-HRV[NA]_2002O
BGR-LVA[NA]_2002O,Bulgaria Latvia,2002-10-16,,"""https://m.likumi.lv/ta/id/69692-free-trade-agreement-between-the-republic-of-latvia-and-the-republic-of-bulgaria""",NA,NA,NA,2,BGR-LVA[NA]_2002O
STHACU_2002O:STHACU_1969O,Southern African Customs Union (SACU),2002-10-21,2004-07-15,"""https://wits.worldbank.org/GPTAD/PDF/archive/SACU.pdf""",NA,NA,NA,2,STHACU_2002O
HRV-LTU[NA]_2002O,Croatia Lithuania,2002-10-24,2003-05-01,"""https://wits.worldbank.org/GPTAD/PDF/archive/Croatia-Lithuania.pdf""",2004-05-01,NA,NA,1,HRV-LTU[NA]_2002O
BIH-MDA[MLD]_2002O,Moldova Bosnia And Herzegovina,2002-12-23,2004-10-01,"""https://wits.worldbank.org/GPTAD/PDF/archive/Moldova-BosniaHerzegovina.pdf""",2007-07-26,NA,NA,1,BIH-MDA[MLD]_2002O
BGR-SRB[SRB]_2003O,Bulgaria Serbia,2003-11-13,2004-06-01,"""""",NA,NA,1,2,BGR-SRB[SRB]_2003O
CHILFT_2003O,Chile EFTA,2003-06-26,2004-12-01,"""https://www.efta.int/media/documents/legal-texts/free-trade-relations/chile/EFTA-Chile%20Free%20Trade%20Agreement.pdf""",NA,NA,NA,1,CHLEFT_2003O
ECNCOT_2003A,Economic Cooperation Organization Trade Agreement (ECOTA),2003-07-17,2008-01-01,"""https://wits.worldbank.org/GPTAD/PDF/archive/ECO.pdf""",NA,NA,NA,2,ECNCOT_2003A
MKD-ROU[MCD]_2003O,Macedonia Romania,2003-02-07,,"""https://www.worldtradelaw.net/document.php?id=fta/agreements/romfyromfta.pdf&mode=download""",NA,NA,NA,2,MKD-ROU[MCD]_2003O
MDA-SRB[MLS]_2003O,Moldova Serbia,2003-11-13,2004-09-01,"""https://www.worldtradelaw.net/document.php?id=fta/agreements/molsermonfta.pdf&mode=download""",NA,NA,NA,2,MDA-SRB[MLS]_2003O
ROU-SRB[SRB]_2003O,Romania Serbia,2003-12-23,2004-07-01,"""""",NA,NA,1,2,ROU-SRB[SRB]_2003O
CHL-KOR[KOR]_2003O,Korea Republic Of Chile,2003-02-15,2004-04-01,"""http://www.sice.oas.org/Trade/Chi-SKorea_e/CHL_KOR_FullText_e/CHL_KOR_FullText_e.pdf""",NA,NA,NA,1,CHL-KOR[KOR]_2003O
AUS-SGP[NA]_2003O,Singapore Australia,2003-02-17,2003-07-28,"""https://wits.worldbank.org/GPTAD/PDF/archive/Singapore-Australia.pdf""",NA,NA,NA,1,AUS-SGP[NA]_2003O
AFG-IND[NA]_2003O:AFG-IND[NA]_2003O,India Afghanistan,2003-03-06,2003-05-13,"""https://wits.worldbank.org/GPTAD/PDF/archive/Afghanistan-India.pdf""",NA,NA,NA,2,AFG-IND[NA]_2003O
ALB-BGR[NA]_2003O,Albania Bulgaria,2003-03-26,,"""https://www.worldtradelaw.net/document.php?id=fta/agreements/albbulfta.pdf&mode=download""",NA,NA,NA,2,ALB-BGR[NA]_2003O
BIH-ROU[NA]_2003O,Romania Bosnia And Herzegovina,2003-10-24,2005-02-14,"""https://www.worldtradelaw.net/document.php?id=fta/agreements/rombosherfta.pdf""",NA,NA,NA,2,BIH-ROU[NA]_2003O
ALB-BIH[NA]_2003O,Albania Bosnia And Herzegovina,2003-04-15,2004-12-01,"""https://www.wipo.int/wipolex/en/text/238588""",,NA,NA,2,ALB-BIH[NA]_2003O
SGP-USA[NA]_2003O,US Singapore,2003-05-06,2004-01-01,"""https://ustr.gov/sites/default/files/uploads/agreements/fta/singapore/asset_upload_file708_4036.pdf""",NA,NA,NA,2,SGP-USA[NA]_2003O
ALB-ROU[NA]_2003O,Albania Romania,2003-06-01,,"""https://wits.worldbank.org/GPTAD/PDF/archive/albania-romania.pdf""",NA,NA,NA,2,ALB-ROU[NA]_2003O
CHL-USA[NA]_2003O,US Chile,2003-06-06,2004-01-01,"""https://wits.worldbank.org/GPTAD/PDF/archive/UnitedStates-Chile.pdf""",NA,NA,NA,1,CHL-USA[NA]_2003O
CHINA_2003O,China Hong Kong (CEPA),2003-09-29,2004-01-01,"""https://wits.worldbank.org/GPTAD/PDF/archive/China-HongKong.pdf""",NA,NA,NA,2,CHINA_2003O
ALB-KOS[NA]_2003O,Albania UNMICKosovo,2003-07-07,,"""https://www.worldtradelaw.net/document.php?id=fta/agreements/albunmikfta.pdf&mode=download""",NA,NA,NA,2,ALB-KOS[UNM]_2003O
PAN-TWN[TWN]_2003O,Panama Taiwan,2003-08-21,2004-01-01,"""https://wits.worldbank.org/GPTAD/PDF/archive/Panama-Taiwan.pdf""",NA,NA,NA,2,PAN-TWN[TWN]_2003O
CMMNEZ_2003O,Common Economic Zone (CEZ),2003-09-19,2004-05-20,"""https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/4731/download""",NA,NA,NA,2,CMMNEZ_2003O
BGR-BIH[NA]_2003O,Bulgaria Bosnia And Herzegovina,2003-10-16,2004-12-01,"""https://www.wipo.int/wipolex/en/text/245098""",NA,NA,NA,2,BGR-BIH[NA]_2003O
CHINMC_2003O,China Macao China,2003-10-17,2004-01-01,"""https://www.wipo.int/edocs/lexdocs/treaties/en/cn-mo/trt_cn_mo.pdf""",NA,NA,NA,2,CHNMCC_2003O
ALB-MDA[MLD]_2003O,Albania Moldova,2003-11-13,2004-11-01,"""https://wits.worldbank.org/GPTAD/PDF/archive/Albania-Moldova.pdf""",NA,NA,NA,2,ALB-MDA[MLD]_2003O
MDA-UKR[MLU]_2003O:MDA-UKR[MLU]_1995O,Moldova Ukraine,2003-11-13,2005-05-19,"""https://wits.worldbank.org/GPTAD/PDF/archive/moldova-ukraine.pdf""",NA,NA,NA,1,MDA-UKR[MLU]_2003O
MEX-URY[NA]_2003O:MEX-URY[NA]_1986O,Mexico Uruguay,2003-11-15,2004-07-15,"""https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2668/download""",NA,NA,NA,1,MEX-URY[NA]_2003O
ANDNCM_2004O,Andean Countries MERCOSUR,2004-10-18,2005-01-05,"""http://www.sice.oas.org/Trade/mrcsrac/eca1_s.asp#T%C3%8DTULO_I_""",NA,NA,NA,2,ANDNCM_2004O
ASEANC_2004O,Association Of South East Asian Nations China,2004-11-24,2005-01-01,"""https://cil.nus.edu.sg/wp-content/uploads/2019/02/2004-ACFTA-Trade-in-Goods-Agreement-1-1.pdf""",NA,NA,NA,2,ASEANC_2004O
BHR-USA[NA]_2004O,Bahrain US,2004-09-14,2006-01-11,"""https://edit.wti.org/app.php/document/show/pdf/bc380b46-3811-495d-8939-28ca02fe9462""",NA,NA,NA,1,BHR-USA[NA]_2004O
CRBCCR_2004O,Caribbean Community (CARICOM) Costa Rica,2004-03-09,2005-11-15,"""http://www.sice.oas.org/Trade/crcrcom_e/crcrcomind_e.asp""",NA,NA,NA,2,CRBCCR_2004O
CAFTDR_2004A,Central American Free Trade Agreement (CAFTA) Dominican Republic,2004-08-05,2006-03-01,"""http://www.sice.oas.org/trade/cafta/caftadr_e/caftadrin_e.asp""",NA,NA,NA,2,CAFTDR_2004A
INDMRC_2004O,India MERCOSUR,2004-01-25,2009-06-01,"""http://www.sice.oas.org/trade/mrcsrindia/Index_e.asp""",NA,NA,NA,2,INDMRC_2004O
MRSACU_2004O:MRSACU_2004O,MERCOSUR Southern African Customs Union (SACU),2004-12-16,2008-04-01,"""http://www.sice.oas.org/Trade/MRSRSACU/PTA_e.doc""",NA,NA,NA,2,MRSACU_2004O:MRSACU_2004O
MEX-URY[NA]_2004O:MEX-URY[NA]_1986O,Mexico Uruguay,2003-11-15,2004-07-15,"""http://www.sice.oas.org/Trade/mexurufta_s/Text_s.asp#Art%C3%ADculo_20-09""",NA,NA,NA,2,MEX-URY[NA]_2004O:MEX-URY[NA]_1986O
STAFTA_2004O,South Asian Free Trade Area (SAFTA),2004-01-06,2006-01-01,"""https://commerce.gov.in/wp-content/uploads/2020/05/safta.pdf""",NA,NA,NA,2,STAFTA_2004O
HRV-MNE[SRB]_2004O,Croatia Serbia And Montenegro,2004-01-14,2004-07-01,"""https://wits.worldbank.org/GPTAD/PDF/archive/Croatia-Serbia-Montenegro.pdf""",NA,NA,NA,2,HRV-MNE[SRB]_2004O
MDA-MKD[FYM]_2004O,FYROM Moldova,2004-01-28,,"""https://wits.worldbank.org/GPTAD/PDF/archive/Moldova-FYROM.pdf""",NA,NA,NA,2,MDA-MKD[FYM]_2004O
AGADIR_2004A,Agadir Agreement,2004-02-25,2006-03-26,"""https://wits.worldbank.org/GPTAD/PDF/archive/agadir.pdf""",NA,NA,NA,2,AGADIR_2004A
HRV-MDA[MLD]_2004O,Moldova Croatia,2004-02-27,,"""https://www.worldtradelaw.net/document.php?id=fta/agreements/molcrofta.pdf&mode=download""",2007-08-22,NA,NA,2,HRV-MDA[MLD]_2004O
IRN-PAK[IRN]_2004O,Iran Pakistan,2004-03-04,2006-09-01,"""https://wits.worldbank.org/GPTAD/PDF/archive/Iran-Pakistan.pdf""",NA,NA,NA,2,IRN-PAK[IRN]_2004O
MAR-TUR[NA]_2004O,Turkey Morocco,2004-04-07,2006-01-01,"""https://edit.wti.org/document/show/0f660896-0710-4b48-9d32-f0e4e4222722""",NA,NA,NA,2,MAR-TUR[NA]_2004O
JOR-SGP[NA]_2004O,Jordan Singapore,2004-05-16,2005-08-22,"""https://wits.worldbank.org/GPTAD/PDF/archive/Jordan-Singapore.pdf""",2013-09-01,NA,NA,1,JOR-SGP[NA]_2004O
AUS-USA[NA]_2004O,US Australia,2004-05-18,2005-01-01,"""https://ustr.gov/sites/default/files/uploads/agreements/fta/australia/asset_upload_file148_5168.pdf""",NA,NA,NA,1,AUS-USA[NA]_2004O
BGR-MDA[MLD]_2004O,Moldova Bulgaria,2004-05-20,,"""https://www.worldtradelaw.net/document.php?id=fta/agreements/molbulfta.pdf&mode=download""",NA,NA,NA,2,BGR-MDA[MLD]_2004O
MAR-USA[NA]_2004O,US Morocco,2004-06-15,2006-01-01,"""https://wits.worldbank.org/GPTAD/PDF/archive/US-Morocco.pdf""",NA,NA,NA,1,MAR-USA[NA]_2004O
EFTLBN_2004O,EFTA Lebanon,2004-06-24,2007-01-01,"""https://www.efta.int/media/documents/legal-texts/free-trade-relations/lebanon/EFTA-Lebanon%20Free%20Trade%20Agreement.pdf""",NA,NA,NA,2,EFTLBN_2004O
AUS-THA[NA]_2004O,Thailand Australia,2004-07-05,2005-01-01,"""http://www.thailandntr.com/ROO/TAFTA_Full_EN.pdf""",NA,NA,NA,1,AUS-THA[NA]_2004O
PSE-TUR[PLA]_2004O,Turkey Palestinian Authority,2004-07-20,2005-06-01,"""https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2692/download""",NA,NA,NA,2,PSE-TUR[PLA]_2004O
JPN-MEX[NA]_2004O,Japan Mexico,2004-09-17,2005-04-01,"""http://www.sice.oas.org/Trade/MEX_JPN_e/JPN_MEX_e.asp""",NA,NA,NA,2,JPN-MEX[NA]_2004O
TUN-TUR[NA]_2004O,Turkey Tunisia,2004-11-25,2005-07-01,"""https://wits.worldbank.org/GPTAD/PDF/archive/Turkey-Tunisia.pdf""",NA,NA,NA,1,TUN-TUR[NA]_2004O
EFTTNS_2004O,EFTA Tunisia,2004-12-17,2005-06-01,"""https://www.efta.int/media/documents/legal-texts/free-trade-relations/tunisia/EFTA-Tunisia%20Free%20Trade%20Agreement%20EN.pdf""",NA,NA,NA,2,EFTTNS_2004O
